HCPCS,MOD,PROCSTAT,CARRIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
93315,TC,C,01112,69,514.96,514.96
93315,TC,C,01112,70,514.96,514.96
93315,TC,C,01112,71,514.97,514.97
93315,TC,C,01112,72,543.83,543.83
93315,TC,C,01112,73,521.21,521.21
93315,TC,C,01112,74,548.63,548.63
93315,TC,C,01112,75,514.96,514.96
93315,TC,C,01182,17,566.96,566.96
93315,TC,C,01182,18,566.01,566.01
93315,TC,C,01182,26,566.01,566.01
93315,TC,C,01182,71,514.97,514.97
93315,TC,C,01182,72,543.83,543.83
93315,TC,C,01182,73,521.21,521.21
93315,TC,C,01182,74,548.63,548.63
93315,TC,C,01212,01,550.58,550.58
93315,TC,C,01312,00,481.48,481.48
93315,TC,C,02102,01,538.08,538.08
93315,TC,C,02202,00,428.32,428.32
93315,TC,C,02302,01,509.70,509.70
93315,TC,C,02302,99,460.63,460.63
93315,TC,C,02402,02,563.17,563.17
93315,TC,C,02402,99,487.14,487.14
93315,TC,C,03102,00,462.62,462.62
93315,TC,C,03202,01,481.54,481.54
93315,TC,C,03302,01,481.25,481.25
93315,TC,C,03402,02,481.21,481.21
93315,TC,C,03502,09,444.39,444.39
93315,TC,C,03602,21,481.38,481.38
93315,TC,C,04112,01,497.28,497.28
93315,TC,C,04212,05,437.25,437.25
93315,TC,C,04312,00,426.55,426.55
93315,TC,C,04412,09,486.14,486.14
93315,TC,C,04412,11,490.93,490.93
93315,TC,C,04412,15,490.47,490.47
93315,TC,C,04412,18,491.03,491.03
93315,TC,C,04412,20,449.57,449.57
93315,TC,C,04412,28,476.98,476.98
93315,TC,C,04412,31,500.55,500.55
93315,TC,C,04412,99,455.83,455.83
93315,TC,C,05102,00,436.49,436.49
93315,TC,C,05202,00,437.97,437.97
93315,TC,C,05302,01,466.03,466.03
93315,TC,C,05302,02,461.70,461.70
93315,TC,C,05302,99,412.61,412.61
93315,TC,C,05402,00,437.40,437.40
93315,TC,C,06102,12,452.35,452.35
93315,TC,C,06102,15,509.05,509.05
93315,TC,C,06102,16,500.52,500.52
93315,TC,C,06102,99,441.10,441.10
93315,TC,C,06202,00,486.98,486.98
93315,TC,C,06302,00,456.66,456.66
93315,TC,C,07102,13,413.43,413.43
93315,TC,C,07202,01,456.08,456.08
93315,TC,C,07202,99,423.32,423.32
93315,TC,C,07302,00,411.99,411.99
93315,TC,C,08102,00,437.93,437.93
93315,TC,C,08202,01,478.30,478.30
93315,TC,C,08202,99,440.54,440.54
93315,TC,C,09102,03,484.62,484.62
93315,TC,C,09102,04,494.52,494.52
93315,TC,C,09102,99,455.60,455.60
93315,TC,C,09202,20,485.28,485.28
93315,TC,C,09202,50,485.28,485.28
93315,TC,C,10112,00,427.93,427.93
93315,TC,C,10212,01,480.47,480.47
93315,TC,C,10212,99,428.03,428.03
93315,TC,C,10312,35,431.71,431.71
93315,TC,C,11202,01,436.56,436.56
93315,TC,C,11302,00,477.07,477.07
93315,TC,C,11402,16,412.73,412.73
93315,TC,C,11502,00,447.67,447.67
93315,TC,C,12102,01,491.55,491.55
93315,TC,C,12202,01,587.85,587.85
93315,TC,C,12302,01,527.25,527.25
93315,TC,C,12302,99,498.30,498.30
93315,TC,C,12402,01,572.82,572.82
93315,TC,C,12402,99,544.92,544.92
93315,TC,C,12502,01,519.54,519.54
93315,TC,C,12502,99,451.11,451.11
93315,TC,C,13102,00,535.83,535.83
93315,TC,C,13202,01,574.10,574.10
93315,TC,C,13202,02,584.90,584.90
93315,TC,C,13202,03,523.46,523.46
93315,TC,C,13282,99,458.23,458.23
93315,TC,C,13292,04,584.89,584.89
93315,TC,C,14112,03,482.28,482.28
93315,TC,C,14112,99,438.02,438.02
93315,TC,C,14212,01,573.30,573.30
93315,TC,C,14212,99,512.21,512.21
93315,TC,C,14312,40,501.63,501.63
93315,TC,C,14412,01,505.00,505.00
93315,TC,C,14512,50,485.13,485.13
93315,TC,C,15102,00,420.76,420.76
93315,TC,C,15202,00,440.56,440.56
93318,,C,01112,05,757.46,757.46
93318,,C,01112,06,757.46,757.46
93318,,C,01112,07,757.46,757.46
93318,,C,01112,09,779.56,779.56
93318,,C,01112,17,679.36,679.36
93318,,C,01112,18,680.09,680.09
93318,,C,01112,26,680.09,680.09
93318,,C,01112,51,710.57,710.57
93318,,C,01112,52,742.86,742.86
93318,,C,01112,53,710.57,710.57
93318,,C,01112,54,625.03,625.03
93318,,C,01112,55,623.96,623.96
93318,,C,01112,56,623.96,623.96
93318,,C,01112,57,623.96,623.96
93318,,C,01112,58,623.96,623.96
93318,,C,01112,59,623.96,623.96
93318,,C,01112,60,623.96,623.96
93318,,C,01112,61,623.96,623.96
93318,,C,01112,62,625.13,625.13
93318,,C,01112,63,628.71,628.71
93318,,C,01112,64,647.32,647.32
93318,,C,01112,65,733.51,733.51
93318,,C,01112,66,670.61,670.61
93318,,C,01112,67,661.50,661.50
93318,,C,01112,68,623.96,623.96
93318,,C,01112,69,623.96,623.96
93318,,C,01112,70,623.96,623.96
93318,,C,01112,71,624.08,624.08
93318,,C,01112,72,655.08,655.08
93318,,C,01112,73,630.54,630.54
93318,,C,01112,74,660.25,660.25
93318,,C,01112,75,623.96,623.96
93318,,C,01182,17,679.36,679.36
93318,,C,01182,18,680.09,680.09
93318,,C,01182,26,680.09,680.09
93318,,C,01182,71,624.08,624.08
93318,,C,01182,72,655.08,655.08
93318,,C,01182,73,630.54,630.54
93318,,C,01182,74,660.25,660.25
93318,,C,01212,01,660.33,660.33
93318,,C,01312,00,589.54,589.54
93318,,C,02102,01,685.58,685.58
93318,,C,02202,00,530.41,530.41
93318,,C,02302,01,618.14,618.14
93318,,C,02302,99,565.25,565.25
93318,,C,02402,02,676.42,676.42
93318,,C,02402,99,593.87,593.87
93318,,C,03102,00,568.15,568.15
93318,,C,03202,01,590.05,590.05
93318,,C,03302,01,586.21,586.21
93318,,C,03402,02,585.66,585.66
93318,,C,03502,09,549.55,549.55
93318,,C,03602,21,587.96,587.96
93318,,C,04112,01,604.88,604.88
93318,,C,04212,05,543.01,543.01
93318,,C,04312,00,530.28,530.28
93318,,C,04412,09,594.27,594.27
93318,,C,04412,11,598.54,598.54
93318,,C,04412,15,598.83,598.83
93318,,C,04412,18,600.38,600.38
93318,,C,04412,20,553.77,553.77
93318,,C,04412,28,583.24,583.24
93318,,C,04412,31,607.20,607.20
93318,,C,04412,99,560.33,560.33
93318,,C,05102,00,538.83,538.83
93318,,C,05202,00,540.87,540.87
93318,,C,05302,01,572.28,572.28
93318,,C,05302,02,567.78,567.78
93318,,C,05302,99,515.79,515.79
93318,,C,05402,00,539.15,539.15
93318,,C,06102,12,561.13,561.13
93318,,C,06102,15,620.61,620.61
93318,,C,06102,16,613.28,613.28
93318,,C,06102,99,547.00,547.00
93318,,C,06202,00,591.68,591.68
93318,,C,06302,00,559.62,559.62
93318,,C,07102,13,514.98,514.98
93318,,C,07202,01,563.66,563.66
93318,,C,07202,99,528.54,528.54
93318,,C,07302,00,513.46,513.46
93318,,C,08102,00,540.34,540.34
93318,,C,08202,01,588.16,588.16
93318,,C,08202,99,545.58,545.58
93318,,C,09102,03,595.54,595.54
93318,,C,09102,04,609.28,609.28
93318,,C,09102,99,563.14,563.14
93318,,C,09202,20,592.62,592.62
93318,,C,09202,50,592.62,592.62
93318,,C,10112,00,531.04,531.04
93318,,C,10212,01,587.59,587.59
93318,,C,10212,99,532.37,532.37
93318,,C,10312,35,534.17,534.17
93318,,C,11202,01,539.77,539.77
93318,,C,11302,00,583.61,583.61
93318,,C,11402,16,517.37,517.37
93318,,C,11502,00,552.04,552.04
93318,,C,12102,01,599.83,599.83
93318,,C,12202,01,705.62,705.62
93318,,C,12302,01,640.17,640.17
93318,,C,12302,99,607.48,607.48
93318,,C,12402,01,688.08,688.08
93318,,C,12402,99,657.55,657.55
93318,,C,12502,01,631.68,631.68
93318,,C,12502,99,556.53,556.53
93318,,C,13102,00,648.53,648.53
93318,,C,13202,01,693.89,693.89
93318,,C,13202,02,707.08,707.08
93318,,C,13202,03,636.63,636.63
93318,,C,13282,99,562.78,562.78
93318,,C,13292,04,707.69,707.69
93318,,C,14112,03,588.04,588.04
93318,,C,14112,99,541.46,541.46
93318,,C,14212,01,688.29,688.29
93318,,C,14212,99,622.59,622.59
93318,,C,14312,40,609.81,609.81
93318,,C,14412,01,615.25,615.25
93318,,C,14512,50,590.71,590.71
93318,,C,15102,00,523.99,523.99
93318,,C,15202,00,545.81,545.81
93318,TC,C,01112,05,638.54,638.54
93318,TC,C,01112,06,638.54,638.54
93318,TC,C,01112,07,638.54,638.54
93318,TC,C,01112,09,658.74,658.74
93318,TC,C,01112,17,566.96,566.96
93318,TC,C,01112,18,566.01,566.01
93318,TC,C,01112,26,566.01,566.01
93318,TC,C,01112,51,595.75,595.75
93318,TC,C,01112,52,625.09,625.09
93318,TC,C,01112,53,595.75,595.75
93318,TC,C,01112,54,514.99,514.99
93318,TC,C,01112,55,514.96,514.96
93318,TC,C,01112,56,514.96,514.96
93318,TC,C,01112,57,514.96,514.96
93318,TC,C,01112,58,514.96,514.96
93318,TC,C,01112,59,514.96,514.96
93318,TC,C,01112,60,514.96,514.96
93318,TC,C,01112,61,514.96,514.96
93318,TC,C,01112,62,515.05,515.05
93318,TC,C,01112,63,518.81,518.81
93318,TC,C,01112,64,535.16,535.16
93318,TC,C,01112,65,615.50,615.50
93318,TC,C,01112,66,558.26,558.26
93318,TC,C,01112,67,549.60,549.60
93318,TC,C,01112,68,514.96,514.96
93318,TC,C,01112,69,514.96,514.96
93318,TC,C,01112,70,514.96,514.96
93318,TC,C,01112,71,514.97,514.97
93318,TC,C,01112,72,543.83,543.83
93318,TC,C,01112,73,521.21,521.21
93318,TC,C,01112,74,548.63,548.63
93318,TC,C,01112,75,514.96,514.96
93318,TC,C,01182,17,566.96,566.96
93318,TC,C,01182,18,566.01,566.01
93318,TC,C,01182,26,566.01,566.01
93318,TC,C,01182,71,514.97,514.97
93318,TC,C,01182,72,543.83,543.83
93318,TC,C,01182,73,521.21,521.21
93318,TC,C,01182,74,548.63,548.63
93318,TC,C,01212,01,550.58,550.58
93318,TC,C,01312,00,481.48,481.48
93318,TC,C,02102,01,538.08,538.08
93318,TC,C,02202,00,428.32,428.32
93318,TC,C,02302,01,509.70,509.70
93318,TC,C,02302,99,460.63,460.63
93318,TC,C,02402,02,563.17,563.17
93318,TC,C,02402,99,487.14,487.14
93318,TC,C,03102,00,462.62,462.62
93318,TC,C,03202,01,481.54,481.54
93318,TC,C,03302,01,481.25,481.25
93318,TC,C,03402,02,481.21,481.21
93318,TC,C,03502,09,444.39,444.39
93318,TC,C,03602,21,481.38,481.38
93318,TC,C,04112,01,497.28,497.28
93318,TC,C,04212,05,437.25,437.25
93318,TC,C,04312,00,426.55,426.55
93318,TC,C,04412,09,486.14,486.14
93318,TC,C,04412,11,490.93,490.93
93318,TC,C,04412,15,490.47,490.47
93318,TC,C,04412,18,491.03,491.03
93318,TC,C,04412,20,449.57,449.57
93318,TC,C,04412,28,476.98,476.98
93318,TC,C,04412,31,500.55,500.55
93318,TC,C,04412,99,455.83,455.83
93318,TC,C,05102,00,436.49,436.49
93318,TC,C,05202,00,437.97,437.97
93318,TC,C,05302,01,466.03,466.03
93318,TC,C,05302,02,461.70,461.70
93318,TC,C,05302,99,412.61,412.61
93318,TC,C,05402,00,437.40,437.40
93318,TC,C,06102,12,452.35,452.35
93318,TC,C,06102,15,509.05,509.05
93318,TC,C,06102,16,500.52,500.52
93318,TC,C,06102,99,441.10,441.10
93318,TC,C,06202,00,486.98,486.98
93318,TC,C,06302,00,456.66,456.66
93318,TC,C,07102,13,413.43,413.43
93318,TC,C,07202,01,456.08,456.08
93318,TC,C,07202,99,423.32,423.32
93318,TC,C,07302,00,411.99,411.99
93318,TC,C,08102,00,437.93,437.93
93318,TC,C,08202,01,478.30,478.30
93318,TC,C,08202,99,440.54,440.54
93318,TC,C,09102,03,484.62,484.62
93318,TC,C,09102,04,494.52,494.52
93318,TC,C,09102,99,455.60,455.60
93318,TC,C,09202,20,485.28,485.28
93318,TC,C,09202,50,485.28,485.28
93318,TC,C,10112,00,427.93,427.93
93318,TC,C,10212,01,480.47,480.47
93318,TC,C,10212,99,428.03,428.03
93318,TC,C,10312,35,431.71,431.71
93318,TC,C,11202,01,436.56,436.56
93318,TC,C,11302,00,477.07,477.07
93318,TC,C,11402,16,412.73,412.73
93318,TC,C,11502,00,447.67,447.67
93318,TC,C,12102,01,491.55,491.55
93318,TC,C,12202,01,587.85,587.85
93318,TC,C,12302,01,527.25,527.25
93318,TC,C,12302,99,498.30,498.30
93318,TC,C,12402,01,572.82,572.82
93318,TC,C,12402,99,544.92,544.92
93318,TC,C,12502,01,519.54,519.54
93318,TC,C,12502,99,451.11,451.11
93318,TC,C,13102,00,535.83,535.83
93318,TC,C,13202,01,574.10,574.10
93318,TC,C,13202,02,584.90,584.90
93318,TC,C,13202,03,523.46,523.46
93318,TC,C,13282,99,458.23,458.23
93318,TC,C,13292,04,584.89,584.89
93318,TC,C,14112,03,482.28,482.28
93318,TC,C,14112,99,438.02,438.02
93318,TC,C,14212,01,573.30,573.30
93318,TC,C,14212,99,512.21,512.21
93318,TC,C,14312,40,501.63,501.63
93318,TC,C,14412,01,505.00,505.00
93318,TC,C,14512,50,485.13,485.13
93318,TC,C,15102,00,420.76,420.76
93318,TC,C,15202,00,440.56,440.56
93888,,A,01112,05,178.09,178.09
93888,,A,01112,06,178.09,178.09
93888,,A,01112,07,178.09,178.09
93888,,A,01112,09,183.21,183.21
93888,,A,01112,17,160.15,160.15
93888,,A,01112,18,160.36,160.36
93888,,A,01112,26,160.36,160.36
93888,,A,01112,51,167.18,167.18
93888,,A,01112,52,174.72,174.72
93888,,A,01112,53,167.18,167.18
93888,,A,01112,54,147.38,147.38
93888,,A,01112,55,146.99,146.99
93888,,A,01112,56,146.99,146.99
93888,,A,01112,57,146.99,146.99
93888,,A,01112,58,146.99,146.99
93888,,A,01112,59,146.99,146.99
93888,,A,01112,60,146.99,146.99
93888,,A,01112,61,146.99,146.99
93888,,A,01112,62,147.62,147.62
93888,,A,01112,63,148.10,148.10
93888,,A,01112,64,152.46,152.46
93888,,A,01112,65,172.67,172.67
93888,,A,01112,66,157.93,157.93
93888,,A,01112,67,155.79,155.79
93888,,A,01112,68,146.99,146.99
93888,,A,01112,69,146.99,146.99
93888,,A,01112,70,146.99,146.99
93888,,A,01112,71,147.06,147.06
93888,,A,01112,72,154.33,154.33
93888,,A,01112,73,148.53,148.53
93888,,A,01112,74,155.50,155.50
93888,,A,01112,75,146.99,146.99
93888,,A,01182,17,160.15,160.15
93888,,A,01182,18,160.36,160.36
93888,,A,01182,26,160.36,160.36
93888,,A,01182,71,147.06,147.06
93888,,A,01182,72,154.33,154.33
93888,,A,01182,73,148.53,148.53
93888,,A,01182,74,155.50,155.50
93888,,A,01212,01,155.61,155.61
93888,,A,01312,00,139.71,139.71
93888,,A,02102,01,161.48,161.48
93888,,A,02202,00,124.89,124.89
93888,,A,02302,01,145.74,145.74
93888,,A,02302,99,133.34,133.34
93888,,A,02402,02,159.68,159.68
93888,,A,02402,99,140.28,140.28
93888,,A,03102,00,134.29,134.29
93888,,A,03202,01,140.07,140.07
93888,,A,03302,01,138.00,138.00
93888,,A,03402,02,137.71,137.71
93888,,A,03502,09,130.12,130.12
93888,,A,03602,21,138.95,138.95
93888,,A,04112,01,142.98,142.98
93888,,A,04212,05,128.91,128.91
93888,,A,04312,00,125.44,125.44
93888,,A,04412,09,140.19,140.19
93888,,A,04412,11,141.14,141.14
93888,,A,04412,15,141.26,141.26
93888,,A,04412,18,141.94,141.94
93888,,A,04412,20,130.70,130.70
93888,,A,04412,28,137.53,137.53
93888,,A,04412,31,143.15,143.15
93888,,A,04412,99,132.23,132.23
93888,,A,05102,00,126.81,126.81
93888,,A,05202,00,127.45,127.45
93888,,A,05302,01,135.43,135.43
93888,,A,05302,02,134.39,134.39
93888,,A,05302,99,122.10,122.10
93888,,A,05402,00,126.67,126.67
93888,,A,06102,12,133.89,133.89
93888,,A,06102,15,147.57,147.57
93888,,A,06102,16,146.37,146.37
93888,,A,06102,99,129.82,129.82
93888,,A,06202,00,139.11,139.11
93888,,A,06302,00,131.54,131.54
93888,,A,07102,13,121.35,121.35
93888,,A,07202,01,134.02,134.02
93888,,A,07202,99,125.58,125.58
93888,,A,07302,00,121.00,121.00
93888,,A,08102,00,127.16,127.16
93888,,A,08202,01,140.13,140.13
93888,,A,08202,99,129.21,129.21
93888,,A,09102,03,142.11,142.11
93888,,A,09102,04,146.43,146.43
93888,,A,09102,99,133.89,133.89
93888,,A,09202,20,140.23,140.23
93888,,A,09202,50,140.23,140.23
93888,,A,10112,00,125.39,125.39
93888,,A,10212,01,139.06,139.06
93888,,A,10212,99,126.10,126.10
93888,,A,10312,35,125.84,125.84
93888,,A,11202,01,127.31,127.31
93888,,A,11302,00,137.99,137.99
93888,,A,11402,16,122.95,122.95
93888,,A,11502,00,130.38,130.38
93888,,A,12102,01,141.97,141.97
93888,,A,12202,01,167.13,167.13
93888,,A,12302,01,151.82,151.82
93888,,A,12302,99,143.83,143.83
93888,,A,12402,01,162.55,162.55
93888,,A,12402,99,155.39,155.39
93888,,A,12502,01,149.81,149.81
93888,,A,12502,99,131.72,131.72
93888,,A,13102,00,153.48,153.48
93888,,A,13202,01,165.16,165.16
93888,,A,13202,02,169.11,169.11
93888,,A,13202,03,151.24,151.24
93888,,A,13282,99,132.78,132.78
93888,,A,13292,04,169.20,169.20
93888,,A,14112,03,138.69,138.69
93888,,A,14112,99,127.76,127.76
93888,,A,14212,01,162.60,162.60
93888,,A,14212,99,147.20,147.20
93888,,A,14312,40,144.25,144.25
93888,,A,14412,01,145.53,145.53
93888,,A,14512,50,139.20,139.20
93888,,A,15102,00,123.90,123.90
93888,,A,15202,00,129.34,129.34
93888,TC,A,01112,05,148.30,148.30
93888,TC,A,01112,06,148.30,148.30
93888,TC,A,01112,07,148.30,148.30
93888,TC,A,01112,09,152.96,152.96
93888,TC,A,01112,17,131.87,131.87
93888,TC,A,01112,18,131.67,131.67
93888,TC,A,01112,26,131.67,131.67
93888,TC,A,01112,51,138.42,138.42
93888,TC,A,01112,52,145.21,145.21
93888,TC,A,01112,53,138.42,138.42
93888,TC,A,01112,54,119.81,119.81
93888,TC,A,01112,55,119.74,119.74
93888,TC,A,01112,56,119.74,119.74
93888,TC,A,01112,57,119.74,119.74
93888,TC,A,01112,58,119.74,119.74
93888,TC,A,01112,59,119.74,119.74
93888,TC,A,01112,60,119.74,119.74
93888,TC,A,01112,61,119.74,119.74
93888,TC,A,01112,62,119.92,119.92
93888,TC,A,01112,63,120.63,120.63
93888,TC,A,01112,64,124.43,124.43
93888,TC,A,01112,65,143.05,143.05
93888,TC,A,01112,66,129.78,129.78
93888,TC,A,01112,67,127.77,127.77
93888,TC,A,01112,68,119.74,119.74
93888,TC,A,01112,69,119.74,119.74
93888,TC,A,01112,70,119.74,119.74
93888,TC,A,01112,71,119.76,119.76
93888,TC,A,01112,72,126.45,126.45
93888,TC,A,01112,73,121.19,121.19
93888,TC,A,01112,74,127.55,127.55
93888,TC,A,01112,75,119.74,119.74
93888,TC,A,01182,17,131.87,131.87
93888,TC,A,01182,18,131.67,131.67
93888,TC,A,01182,26,131.67,131.67
93888,TC,A,01182,71,119.76,119.76
93888,TC,A,01182,72,126.45,126.45
93888,TC,A,01182,73,121.19,121.19
93888,TC,A,01182,74,127.55,127.55
93888,TC,A,01212,01,128.04,128.04
93888,TC,A,01312,00,112.33,112.33
93888,TC,A,02102,01,125.15,125.15
93888,TC,A,02202,00,99.58,99.58
93888,TC,A,02302,01,118.57,118.57
93888,TC,A,02302,99,107.20,107.20
93888,TC,A,02402,02,131.09,131.09
93888,TC,A,02402,99,113.45,113.45
93888,TC,A,03102,00,107.78,107.78
93888,TC,A,03202,01,112.46,112.46
93888,TC,A,03302,01,111.87,111.87
93888,TC,A,03402,02,111.78,111.78
93888,TC,A,03502,09,103.64,103.64
93888,TC,A,03602,21,112.14,112.14
93888,TC,A,04112,01,115.85,115.85
93888,TC,A,04212,05,102.13,102.13
93888,TC,A,04312,00,99.43,99.43
93888,TC,A,04412,09,113.13,113.13
93888,TC,A,04412,11,114.22,114.22
93888,TC,A,04412,15,114.14,114.14
93888,TC,A,04412,18,114.41,114.41
93888,TC,A,04412,20,104.66,104.66
93888,TC,A,04412,28,110.98,110.98
93888,TC,A,04412,31,116.44,116.44
93888,TC,A,04412,99,106.10,106.10
93888,TC,A,05102,00,101.45,101.45
93888,TC,A,05202,00,101.87,101.87
93888,TC,A,05302,01,108.65,108.65
93888,TC,A,05302,02,107.65,107.65
93888,TC,A,05302,99,96.23,96.23
93888,TC,A,05402,00,101.57,101.57
93888,TC,A,06102,12,105.96,105.96
93888,TC,A,06102,15,118.98,118.98
93888,TC,A,06102,16,117.24,117.24
93888,TC,A,06102,99,103.01,103.01
93888,TC,A,06202,00,113.11,113.11
93888,TC,A,06302,00,106.06,106.06
93888,TC,A,07102,13,96.17,96.17
93888,TC,A,07202,01,106.62,106.62
93888,TC,A,07202,99,98.93,98.93
93888,TC,A,07302,00,95.83,95.83
93888,TC,A,08102,00,101.78,101.78
93888,TC,A,08202,01,111.93,111.93
93888,TC,A,08202,99,102.76,102.76
93888,TC,A,09102,03,113.51,113.51
93888,TC,A,09102,04,116.29,116.29
93888,TC,A,09102,99,106.50,106.50
93888,TC,A,09202,20,113.12,113.12
93888,TC,A,09202,50,113.12,113.12
93888,TC,A,10112,00,99.65,99.65
93888,TC,A,10212,01,112.01,112.01
93888,TC,A,10212,99,99.85,99.85
93888,TC,A,10312,35,100.40,100.40
93888,TC,A,11202,01,101.60,101.60
93888,TC,A,11302,00,111.16,111.16
93888,TC,A,11402,16,96.47,96.47
93888,TC,A,11502,00,104.26,104.26
93888,TC,A,12102,01,114.60,114.60
93888,TC,A,12202,01,137.08,137.08
93888,TC,A,12302,01,123.05,123.05
93888,TC,A,12302,99,116.20,116.20
93888,TC,A,12402,01,133.39,133.39
93888,TC,A,12402,99,126.92,126.92
93888,TC,A,12502,01,121.26,121.26
93888,TC,A,12502,99,105.18,105.18
93888,TC,A,13102,00,124.91,124.91
93888,TC,A,13202,01,134.24,134.24
93888,TC,A,13202,02,137.13,137.13
93888,TC,A,13202,03,122.29,122.29
93888,TC,A,13282,99,106.65,106.65
93888,TC,A,13292,04,137.11,137.11
93888,TC,A,14112,03,112.22,112.22
93888,TC,A,14112,99,101.96,101.96
93888,TC,A,14212,01,133.50,133.50
93888,TC,A,14212,99,119.34,119.34
93888,TC,A,14312,40,116.91,116.91
93888,TC,A,14412,01,117.70,117.70
93888,TC,A,14512,50,112.83,112.83
93888,TC,A,15102,00,98.06,98.06
93888,TC,A,15202,00,102.80,102.80
93892,,A,01112,05,217.06,217.06
93892,,A,01112,06,217.06,217.06
93892,,A,01112,07,217.06,217.06
93892,,A,01112,09,222.88,222.88
93892,,A,01112,17,196.63,196.63
93892,,A,01112,18,197.32,197.32
93892,,A,01112,26,197.32,197.32
93892,,A,01112,51,204.65,204.65
93892,,A,01112,52,213.25,213.25
93892,,A,01112,53,204.65,204.65
93892,,A,01112,54,182.89,182.89
93892,,A,01112,55,182.24,182.24
93892,,A,01112,56,182.24,182.24
93892,,A,01112,57,182.24,182.24
93892,,A,01112,58,182.24,182.24
93892,,A,01112,59,182.24,182.24
93892,,A,01112,60,182.24,182.24
93892,,A,01112,61,182.24,182.24
93892,,A,01112,62,183.05,183.05
93892,,A,01112,63,183.65,183.65
93892,,A,01112,64,188.77,188.77
93892,,A,01112,65,211.16,211.16
93892,,A,01112,66,194.42,194.42
93892,,A,01112,67,192.10,192.10
93892,,A,01112,68,182.24,182.24
93892,,A,01112,69,182.24,182.24
93892,,A,01112,70,182.24,182.24
93892,,A,01112,71,182.33,182.33
93892,,A,01112,72,190.39,190.39
93892,,A,01112,73,183.92,183.92
93892,,A,01112,74,191.72,191.72
93892,,A,01112,75,182.24,182.24
93892,,A,01182,17,196.63,196.63
93892,,A,01182,18,197.32,197.32
93892,,A,01182,26,197.32,197.32
93892,,A,01182,71,182.33,182.33
93892,,A,01182,72,190.39,190.39
93892,,A,01182,73,183.92,183.92
93892,,A,01182,74,191.72,191.72
93892,,A,01212,01,191.24,191.24
93892,,A,01312,00,174.18,174.18
93892,,A,02102,01,208.44,208.44
93892,,A,02202,00,157.68,157.68
93892,,A,02302,01,180.75,180.75
93892,,A,02302,99,166.94,166.94
93892,,A,02402,02,196.31,196.31
93892,,A,02402,99,174.56,174.56
93892,,A,03102,00,168.07,168.07
93892,,A,03202,01,174.58,174.58
93892,,A,03302,01,171.92,171.92
93892,,A,03402,02,171.54,171.54
93892,,A,03502,09,163.61,163.61
93892,,A,03602,21,173.14,173.14
93892,,A,04112,01,177.53,177.53
93892,,A,04212,05,162.41,162.41
93892,,A,04312,00,158.47,158.47
93892,,A,04412,09,174.97,174.97
93892,,A,04412,11,175.80,175.80
93892,,A,04412,15,176.13,176.13
93892,,A,04412,18,176.98,176.98
93892,,A,04412,20,164.10,164.10
93892,,A,04412,28,171.73,171.73
93892,,A,04412,31,177.59,177.59
93892,,A,04412,99,165.76,165.76
93892,,A,05102,00,159.74,159.74
93892,,A,05202,00,160.49,160.49
93892,,A,05302,01,169.37,169.37
93892,,A,05302,02,168.25,168.25
93892,,A,05302,99,154.87,154.87
93892,,A,05402,00,159.52,159.52
93892,,A,06102,12,168.08,168.08
93892,,A,06102,15,183.00,183.00
93892,,A,06102,16,181.91,181.91
93892,,A,06102,99,163.40,163.40
93892,,A,06202,00,173.05,173.05
93892,,A,06302,00,164.82,164.82
93892,,A,07102,13,153.87,153.87
93892,,A,07202,01,168.06,168.06
93892,,A,07202,99,158.82,158.82
93892,,A,07302,00,153.48,153.48
93892,,A,08102,00,160.12,160.12
93892,,A,08202,01,174.82,174.82
93892,,A,08202,99,162.64,162.64
93892,,A,09102,03,177.05,177.05
93892,,A,09102,04,182.13,182.13
93892,,A,09102,99,167.92,167.92
93892,,A,09202,20,174.58,174.58
93892,,A,09202,50,174.58,174.58
93892,,A,10112,00,158.34,158.34
93892,,A,10212,01,173.32,173.32
93892,,A,10212,99,159.25,159.25
93892,,A,10312,35,158.73,158.73
93892,,A,11202,01,160.39,160.39
93892,,A,11302,00,172.12,172.12
93892,,A,11402,16,155.97,155.97
93892,,A,11502,00,163.78,163.78
93892,,A,12102,01,176.62,176.62
93892,,A,12202,01,205.00,205.00
93892,,A,12302,01,187.90,187.90
93892,,A,12302,99,178.76,178.76
93892,,A,12402,01,199.77,199.77
93892,,A,12402,99,191.68,191.68
93892,,A,12502,01,185.62,185.62
93892,,A,12502,99,165.34,165.34
93892,,A,13102,00,189.66,189.66
93892,,A,13202,01,203.24,203.24
93892,,A,13202,02,207.62,207.62
93892,,A,13202,03,187.27,187.27
93892,,A,13282,99,166.34,166.34
93892,,A,13292,04,207.92,207.92
93892,,A,14112,03,172.75,172.75
93892,,A,14112,99,160.89,160.89
93892,,A,14212,01,199.75,199.75
93892,,A,14212,99,182.64,182.64
93892,,A,14312,40,178.95,178.95
93892,,A,14412,01,180.87,180.87
93892,,A,14512,50,173.26,173.26
93892,,A,15102,00,156.78,156.78
93892,,A,15202,00,162.80,162.80
93892,TC,A,01112,05,148.14,148.14
93892,TC,A,01112,06,148.14,148.14
93892,TC,A,01112,07,148.14,148.14
93892,TC,A,01112,09,152.81,152.81
93892,TC,A,01112,17,131.62,131.62
93892,TC,A,01112,18,131.41,131.41
93892,TC,A,01112,26,131.41,131.41
93892,TC,A,01112,51,138.24,138.24
93892,TC,A,01112,52,145.03,145.03
